,id,minimum_lease,maximum_lease,daily_price,monthly_price,weekend_price,weekly_price,is_hourly_enabled,hourly_price,seo_title,title,description,seo_description,neighborhood,city,postal_code,space_type,location_type,primary_features__c,ideal_for__c,city_slug
908,30150,28,,,2788.0,,,,,,"Coworking Warehouse at Tsuen Wan East, HK","Our Co-working Warehouse is located in Tsuen Wan East, N.T. It is a 10-minute walk to Tsuen Wan West or Tai Wo Hau MTR Station. There are many minibus routes to various key districts in HK, and the transportation is convenient. The office is brand new and luxuriously decorated, with necessary furnitures and high-speed broadband Internet access  workspace. We also has a shared pantry that provides free coffee and tea. Our space is equipped with separate male and female toilets, and a flexible monthly public warehouse that can store cardboard goods. The unique double-door design of some offices facilitates the separation of people and goods. In addition, a 24-hour CCTV monitoring by advanced security system and intelligent password locks for free entry and exit. Independent air-conditioning is charged according to the meter, which is economical and fair.",,Tsuen Wan,Hong Kong,,Office Space,,Air Conditioning;Furniture;Electricity;Kitchen;Lighting;Security System;Internet;Office Equipment;Toilets;Elevator;Whitebox / Minimal;Industrial;Large Door Entrance;Multiple Rooms;Water Access,Corporate Event;Conference;Meeting;Office,hong-kong
912,30171,365,,,191666.0,,,,,High End Office space for lease in Causeway Bay,High End Office space for lease in Causeway Bay,"MANAGEMENT FEE $7.8 p sq ft

GOVERNMENT RATES 5% of rental

LOADING 5 KPA

HANDOVER CONDITIONS Bareshell / is partially fitted

ELECTRICITY 100 AMP","MANAGEMENT FEE $7.8 p sq ft

GOVERNMENT RATES 5% of rental

LOADING 5 KPA

HANDOVER CONDITIONS Bareshell / is partially fitted

ELECTRICITY 100 AMP",Causeway Bay,Hong Kong,,Office Space,,Air Conditioning;Electricity;Lighting;Toilets;Stunning View,Meeting;Office,hong-kong
913,27095,365,,,233333.0,,,,,Large unit on ground floor in Happy Valley,Large unit on ground floor in Happy Valley,"This unit will offer great visibility to your brand or business.

With two floors, it is a large space suitable for many different kinds of businesses.","This unit will offer great visibility to your brand or business.

With two floors, it is a large space suitable for many different kinds of businesses.",Happy Valley,Hong Kong,,Boutique / Shop,,Ground Floor,Art Opening;Pop-Up Store;Food & Beverage,hong-kong
919,31447,365,,,1.0,,,,,Unit for rent in busy Soho area,Unit for rent in busy Soho area,"This unit comes with a cockloft and boasts 1087 sq ft (Gross) in total.
Prominently and conveniently located on a very affluent square surrounded by bars, restaurants, a wet market, hotels, shops, offices, and residential towers.

It is ideal for a restaurant as well as a retail shop.

Inquire about this unit to have more details, a floor plan or to arrange a site visit.","This unit comes with a cockloft and boasts 1087 sq ft (Gross) in total.
Prominently and conveniently located on a very affluent square surrounded by bars, restaurants, a wet market, hotels, shops, offices, and residential towers.

It is ideal for a restaurant as well as a retail shop.

Inquire about this unit to have more details, a floor plan or to arrange a site visit.",Sheung Wan,Hong Kong,,Restaurant / Bar / Cafe,,Ground Floor,Food & Beverage,hong-kong
921,31936,365,,,62500.0,,,False,,Ground floor unit for rent in a residential area,Ground floor unit for rent in a residential area,"Ideally located in a lively street in the heart of Happy Valley, this shop will benefit from great exposure.

The unit can host many trades with 800 sq ft on the ground floor.

Management Fee = HK$2,160 per month
Government rates = HK$7,860 per quarter","Ideally located in a lively street in the heart of Happy Valley, this shop will benefit from great exposure.

The unit can host many trades with 800 sq ft on the ground floor.

Management Fee = HK$2,160 per month
Government rates = HK$7,860 per quarter",Happy Valley,Hong Kong,,Boutique / Shop,,Ground Floor,Pop-Up Store;Food & Beverage,hong-kong
927,31735,365,,,400000.0,,,,,,Restaurant for Lease in Tsim Sha Tsui,"This 3,764 sqft (Gross) restaurant space is available starting January 1st, 2023 for rent.

Town Gas
Ceiling Height: 5.08,
Power Supply: 400A",,Tsim Sha Tsui,Hong Kong,,Restaurant / Bar / Cafe,,Kitchen;Lighting;Street Level;Large Door Entrance,Food Event,hong-kong
929,31058,365,,,291666.0,,,False,,Restaurant with Sea View for Lease,Restaurant with Sea View for Lease,"Rare opportunity to seize!

Restaurant with terrace and sea view for lease.

The unit boasts a total of 5,569 sq ft with a ground floor (with a large terrace), a first floor, and a second floor.

G/F: 700 sq ft
1/F +2/F: 4,869 sq ft

Mgmt Fee: HK$28,680 per month
Gvt Rate: HK$21,150 per quarter

Licenses (General restaurant with outside seating accommodation license) can be transferred.

Town Gas is available. 
Power: 100A 3 phase + 200A 3 Phase

Internal staircase from G/F to 2/F.

Don't miss this opportunity, Inquire now to have further information (floor plans, etc.).","Rare opportunity to seize!
Restaurant with terrace and sea view for lease.
The unit boasts a total of 5,569 sq ft with a ground floor (with a large terrace), a first floor, and a second floor.
Town gas is available.
Power supply: 100A 3 Phase + 200A 3 phase
G/F: 700 sq ft
1/F +2/F: 4,869 sq ft

Mgmt Fee: HK$28,680 per month
Gvt Rate: HK$21,150 per quarter

Licenses (General restaurant with outside seating accommodation license) can be transferred.

Town Gas is available.",Stanley,Hong Kong,,Restaurant / Bar / Cafe,,Air Conditioning;Electricity;Toilets;Stunning View;Ground Floor,Food & Beverage,hong-kong
944,33195,365,,,150000.0,,,False,,Shop for rent in Mong Kok,Shop for rent in Mong Kok,"This shop is conveniently located in Mong Kok, close to hotels, shopping malls, restaurants, and residential towers.

Its size is approximately 644 sq ft (Gross). It is in bare-shell condition and immediately available.

Management fee = HK$ 400 per month
Government rates = HK$16,950 per quarter","This shop is conveniently located in Mong Kok, close to hotels, shopping malls, restaurants, and residential towers.",Mong Kok,Hong Kong,,Boutique / Shop,,Ground Floor,Pop-Up Store,hong-kong
945,33192,365,,,666666.0,,,False,,Corner shop on affluent Russell Street,Corner shop on affluent Russell Street,"This shop is ideally located at the corner of some of the most affluent streets of Causeway Bay.

It is surrounded by numerous shops and other retail brands such as Daniel Wellington, Puyi Optical, Swarovski, Tissot, and Longines, ...

The size is approximately 1,140 sq ft (Gross). Immediately available in ""as is"" conditions.

Management Fee = HK$1,050 per month
Government rates = HK$85,110 per quarter",This shop is ideally located at the corner of some of the most affluent streets of Causeway Bay.,Causeway Bay,Hong Kong,,Boutique / Shop,,Ground Floor,Pop-Up Store,hong-kong
948,30944,365,,,75000.0,,,False,,,Retail/Commercial Shop for rent in Sai Ying Pun,This newly renovated corner shop is located right outside Sai Ying Pun MTR station.,,Sai Ying Pun,Hong Kong,,Boutique / Shop,,Street Level;Ground Floor,Pop-Up Store;Food & Beverage,hong-kong
953,30194,365,,,123333.0,,,,,"Shop for Lease on Jaffe Road, Causeway Bay","Shop for Lease on Jaffe Road, Causeway Bay","This 1000sqft (Gross) shop is available for rent on Jaffe Road, in the heart of Causeway Bay.",,Causeway Bay,Hong Kong,,Boutique / Shop,,Street Level,Pop-Up Store,hong-kong
954,30196,365,,,365000.0,,,,,Extensive F&B unit with terrace for lease,Extensive F&B unit with terrace for lease,"This extensive F&B unit comes with high-end fit-outs such as wooden flooring, ceiling carvings, etc. It is very well located in Soho area, surrounded by restaurants, bars, and a stone's throw from PMQ.

It boasts 7,550 sq ft including a terrace. The unit can be extended with two other units for a total of 9,910 sq ft.","This extensive F&B unit comes with high-end fit-outs such as wooden flooring, ceiling carvings, etc. It is very well located in Soho area, surrounded by restaurants, bars, and a stone's throw from PMQ.

It boasts 7,550 sq ft including a terrace. The unit can be extended with two other units for a total of 9,910 sq ft.",Central,Hong Kong,,Restaurant / Bar / Cafe,,Electricity;Kitchen;Street Level;Toilets,Food & Beverage,hong-kong
963,30539,365,,,1.0,,,,,Shop for rent in Hankow Road,Shop for rent in Hankow Road,"Area: G/F – 757 sq.ft. (Gross) M/F – 357 sq.ft. (Gross)

Availability: Immediate

Specifications: 60A TPN Electricity 

Surrounding brands: Milan Station, 太 子 珠 寶 鐘 錶 , Staccato, 7-ELEVEn, VIP 名人站, Brilliant, Hello MilkTee, Mannings","Area: G/F – 757 sq.ft. (Gross) M/F – 357 sq.ft. (Gross)

Availability: Immediate

Specifications: 60A TPN Electricity 

Surrounding brands: Milan Station, 太 子 珠 寶 鐘 錶 , Staccato, 7-ELEVEn, VIP 名人站, Brilliant, Hello MilkTee, Mannings",Tsim Sha Tsui,Hong Kong,,Boutique / Shop,,Ground Floor,Pop-Up Store,hong-kong
972,31190,1,7.0,12000.0,,20000.0,60000.0,False,,Le Banyan jungle Designer Loft,Le Banyan jungle Designer Loft,"Located at the Ground Floor of a small village unit in Lamma, this space is an absolute gem enjoying stellar views over the jungle, the sea and a majestic giant Banyan tree.

The 700sqf space is entirely open on the 700sqf garden terrace and sea views thanks to very wide sliding doors spanning all around living, dining, kitchen areas and master bedroom.

Entirely renovated in 2018 using luxury materials like Italian terrazo floorings, it features a very unique collection of vintage art and mid-Century furniture and ceramics (Georges Tigien, Jacques Pouchain, Tommaso Barbi) reminiscent of the 1960s South of France interior styling.

It is very easily accessible by a 5 minute walk from Yung Shue Wan ferry pier, and reachable by Village Vehicles for photoshooting equipment delivery. 

Perfect setting for photo- or videoshoot.",,Lamma Island,Hong Kong,,Apartment / Loft,,Air Conditioning;Furniture;Electricity;Kitchen;Internet;Toilets;Living Space;Stunning View;Ground Floor;Rooftop;Bathroom;Daylight;Large Door Entrance;Multiple Rooms;Animals Friendly;Terrace,Photoshoot & Filming;Photo Shooting,hong-kong
985,30172,365,,,240000.0,,,,,Restaurant for lease in Causeway Bay,Restaurant for lease in Causeway Bay,"MANAGEMENT FEE $7.8 p sq ft

GOVERNMENT RATES 5% of rental

LOADING 5 KPA

HANDOVER CONDITIONS - As is

ELECTRICITY 300 AMP

* ABLE TO TRANSFER OF GENERAL RESTAURANT AND LIQUOR LICENSE","MANAGEMENT FEE $7.8 p sq ft

GOVERNMENT RATES 5% of rental

LOADING 5 KPA

HANDOVER CONDITIONS - As is

ELECTRICITY 300 AMP",Causeway Bay,Hong Kong,,Restaurant / Bar / Cafe,,Air Conditioning;Electricity;Lighting;Toilets;Stunning View,Food & Beverage,hong-kong
986,8863,1,,1.0,,,,,,Creating an unforgettable experience with mobile pop-up spot on Big Bus,Creating an unforgettable experience with mobile pop-up spot on Big Bus,"Big Bus, with exclusive tours, allows you to organize any pop-up marketing, promotional and commercial events during the traveling time in the vibrant and lively areas of Hong Kong. 

You can decorate Big Bus beautifully to attract pedestrians and target customers along the street. With double decks, Big Bus has an open-top upper deck and a lower deck in 1.96m height. It, moreover, is equipped with air-conditioning, lightings and has large windows that allow natural light to burst into both decks, creating a well-lit ambiance.","Big Bus, with exclusive tours, allows you to organize any pop-up marketing, promotional and commercial events during the traveling time in the vibrant and lively areas of Hong Kong.",Tsim Sha Tsui East,Hong Kong,,Truck,,Air Conditioning;Electricity;Lighting;Window Display;Daylight,Product Launch,hong-kong
995,32265,365,,,95833.0,,,False,,Large unit ideal for F&B activities,Large unit ideal for F&B activities,"Immediately available, this unit is located on the ground floor of one of the main arteries of Hong Kong. 

With 2,500 sq ft in total, it can accommodate different types of trade including a restaurant and/ or a bar.

$46 per square foot

Government rates = $2,792 per month 
Management Fee = $1,640 per month",,Sai Wan,Hong Kong,,Restaurant / Bar / Cafe,,Ground Floor,Food & Beverage,hong-kong
997,30149,56,,,30000.0,,,False,,Pop up Office/Reception Area & Consultation Room,Pop up Office/Reception Area & Consultation Room,"This Pop up office space/clinic is conveniently located on the Queen's Road West, within walking distance to both Sheung Wan and Sai Ying Pun MTR stations. The space has a modern reception area with comfy chairs for waiting, work island with chairs(suitable for hot desking), reception desk with chair, lots of cupboard space, sink, microwave, coffee machine, fridge & freezer. There is a separate room for consultation or private working area use. In this space there is a desk, chairs, electric massage bed and cupboard space. The office is very light and airy and modernly decorated. The space has electricity, air con and keys for the toilets, that are located on the same floor.","This Pop up office space/clinic is conveniently located on the Queen's Road West, within walking distance to both Sheung Wan and Sai Ying Pun MTR stations. The space has a modern reception area with comfy chairs for waiting, work island with chairs(suitable for hot desking), reception desk with chair, lots of cupboard space, sink, microwave, coffee machine, fridge & freezer. There is a separate office for consultation or private working area use.",Sheung Wan,Hong Kong,,Office Space,,Air Conditioning;Furniture;Counters;Electricity;Lighting;Toilets;Elevator;Multiple Rooms;Water Access,Office,hong-kong
